,user,tweet,location,keyword
124,kim ヽ(゜∇゜)ノ,If you got this scar you’re immune to COVID-19 https://t.co/II2LTST4bC,Western Washington University,covid19
125,94.3 Lite FM,Khloe Kardashian Reveals She Tested Positive for COVID-19: 'S–t is Real' https://t.co/xtq5bVonYO,,covid19
126,Tracy Chapman’s Guitar Pick,"@Nedbank (and @MTNza )scammed a pensioner bethuna. And she’s been trying to have them resolve this for months. With no shame, since banks have opened they’ve made her go back to their branches to seek assistance during COVID-19. I’m at my wits end because apparently contact info",In between ,covid19
127,Isolation Bot,"Have you washed your hands recently? Soap and water! 🧼

#COVID19 #COVIDー19",,covid19
128,FNH BigDog,"@FrankAmari2 @realDonaldTrump @SenateGOP @HouseGOP Finally! A serious Explanation of Trump’s 
COVID19 Face Mask Aversion!  Why Wasn’t
This Known Sooner?!  It Makes Perfect Sense!
https://t.co/7g55uDZVmi",,covid19
129,RIM News,"Latest Coronavirus stats from Lahore
#coronavirus #Update #Lahore #COVID19 
Active #covid19 cases in Lahore: 1,567
New Cases in 24 hrs: 116
Total Cases: 51,961
Lives lost in last 24 hrs: 0
Total lives lost: 917
Recoveries in 24 hrs: 10
Total recoveries: 49,477",Pakistan,covid19
130,FNH BigDog,"@PatrickNova6 @realDonaldTrump Finally! A serious Explanation of Trump’s 
COVID19 Face Mask Aversion!  Why Wasn’t
This Known Sooner?!  It Makes Perfect Sense!
https://t.co/7g55uDZVmi",,covid19
131,Helen Warner,"This is appalling. You must act now @MattHancock @BorisJohnson BBC News - Covid-19: Nearly 100,000 catching virus every day
https://t.co/HT732gAkad",Norwich,covid19
132,ZECpages Bot,An anonymous revelation. #zcash #COVID19 https://t.co/HEJtNWG3BU,#zcash memo field,covid19
133,Hindustan Times,"UK PM Boris Johnson faces calls for strict #lockdown as #Covid19 second wave at ‘Critical Stage’

https://t.co/eoqd5bcyHu https://t.co/GadREegpKf",India,covid19
134,Joshua Lukens,"France #COVID19 deaths per day increased 161% past two weeks and UK up 89%.  US 994 deaths yesterday most in world.

Average COVID-19 deaths/day
#US: 665
#India: 460
#Mexico: 413
#Brazil: 365
#Argentina: 302
#Iran: 295
#Russia: 240
#France: 227
#UK: 190
#Colombia: 133 https://t.co/e2zQCv4NAs","San Diego, CA",covid19
135,774ngr,"Iroko TV boss, Jason Njoku, and his wife, Mary, have tested positive for COVID-19. 
https://t.co/Gz3vesEcOv
#JasonNjoku #MaryNjoku #Covid19",Nigeria,covid19
136,Harikrishna Kallem,From the #HealthForward blog: Explore what can be done to help prevent a twin-demic this fall and avoid a catastrophic hit to our public health system. https://t.co/Orr6XaLun1,,covid19
137,allAfrica.com,"Covid-19 - Nigeria Can't Bear Another Round of Lockdown, Buhari Warns Citizens @daily_trust: https://t.co/z7cN4M9Cnp #Nigeria https://t.co/71o40pjDgd",Africa,covid19
138,Kashmir Life,"With 49,881 New COVID-19 Cases, India’s Tally Reaches 80,40,203-https://t.co/JmRddk9qDs","Srinagar, Kashmir.",covid19
139,Niall Byrne,"How likely is a vaccine for COVID-19? And what's the role of public health experts as messengers?

Catch up on last night's Conversations on #COVID19 @UniMelbMDHS event with Dr Anthony Fauci, @ProfSharonLewin @TheDohertyInst &amp; Prof Shitij Kapur @unimelb. https://t.co/YFrCzlWdPb","Melbourne, Australia",covid19
140,Saadia Qayyum,"Was your career affected by the COVID-19 pandemic? Register to attend Pakistan's largest virtual Job Fair at https://t.co/7z4ZgYcfTB

#STEMForward2020
#STEMForwardPakistan https://t.co/zSvjxXaIK5","Lahore, Pakistan",covid19
141,Paul Dunfee,"@USATODAY @nrarmour @usatodaysports Just after testing positive for Covid-19, Justin Turner took off his mask and sat right next to Dave Roberts, who is a Hodgkins Lymphoma survivor. https://t.co/jeWHyNznSi","Las Vegas, NV",covid19
142,Ogunte,"@jnovogratz, founder &amp; CEO of Acumen, “COVID-19 has exposed both the vulnerabilities facing low income communities and underlying power imbalances. #SocialEnterprises represent diverse local leaders needed for inclusive change.” https://t.co/oslYne0UP1",Global,covid19
143,KUAM News,Streaming now: Clearing up the confusion about being charged for a COVID-19 test https://t.co/7dwauH5Ejx,"Hagatna, Guam",covid19
144,you got dog site,Joe after prison show has covid 19 virues off of youtube and he bi sexual https://t.co/RHzLDpASeO,,covid19
145,nzherald,"Covid-19, geopolitical tensions and rising tariffs have weighed heavily on wine sales in most key exporting regions across the globe, according to a new global report. But there was one ""major exception"" — New Zealand.#HeraldPremium https://t.co/4adYyhSUuD https://t.co/EEJqnfxNGv",New Zealand,covid19
146,DWSSC,Creating Covid-19 ready domestic workers: #DWSSC has join hands with @DishaF_India to sensitise #domesticworkers employed in RWA’s &amp; societies about the Do’s and Don’ts of COVID-19. The workshop also aims to motivate households to start employing their workers back. https://t.co/KSV3qtyx7m,,covid19
147,FNH BigDog,"@FrankAmari2 @realDonaldTrump Finally! A serious Explanation of Trump’s 
COVID19 Face Mask Aversion!  Why Wasn’t
This Known Sooner?!  It Makes Perfect Sense!
https://t.co/7g55uDZVmi",,covid19
148,Gravestone Doji,"US Stocks on course for worst week since March Sell-off

#SPX #USElection2020 #Covid_19 #dolar #VIX #equity #stocks #WallStreet #bist100 https://t.co/JDXvnCsNYq",,covid19
149,Alanna Bortolin,"Wednesday, October 28:
York added 79 new cases and 543 negative tests (13% positivity), with no new deaths. 

York reached ""substantial"" transmission, where it is recommended that schools go virtual.

#YorkPA #COVID19 #YorkPACovidData

Full write up:
https://t.co/JKED6BVJqw https://t.co/M4DeiU5QXo",,covid19
150,todays toddler,PARENTS beware especially during halloween time 🎃 https://t.co/66MKdyylDx so CRAZY. #costume #Because2020 #halloweencostume #COVID19 #PArentingTips #Attention #Trending,"British Columbia, Canada",covid19
151,Dr. Josh,'There's no way to sugarcoat it': COVID-19 cases are surging; one American dies every 107 seconds https://t.co/nODSFdZiHS #SmartNews,"Los Angeles, CA",covid19
152,Shane Woodford,"Among the individual states in the #USA looK at the surging #COVID19 infections in #Texas, #Illinois, #Wisconsin, and #Ohio as the #coronavirus infection pressure builds across the U.S.   #Trump https://t.co/ExGA3Z2CET","Faaborg, Denmark",covid19
153,HipHopChess,President Trump left the people of #Omaha just like he left the rest of America- in the cold with few options. Had he cared and planned a little more everything would be different. #chess #hiphopchess #HHCF #Trump #Covid19,"San Jose, CA",covid19
154,FartyMcFly,The need to ration healthcare in our hospitals due to the surge in Covid-19 while our “president “ continues to downplay the severity of the pandemic should be the last reason anyone needs to vote his stupid ass out of office,,covid19
155,Vijay Muthu,"BCG | How Transformative CEOs Lead in a Crisis

#DigitalTransformation #DX #ChangeManagement #CostTakeout #ManagedServices #Strategy #Vision #Culture #CEO #COVID19 #Digitization #economy #business #growth 
 https://t.co/MpwXFL2S5F via @BCG","Chennai, India",covid19
156,Charlotte Business Journal,Tresata Inc. launched its first consumer app last week to help combat Covid-19.​ https://t.co/oAR7s4Tl4r,Charlotte,covid19
157,FNH BigDog,"@murray_nyc @realDonaldTrump Finally! A serious Explanation of Trump’s 
COVID19 Face Mask Aversion!  Why Wasn’t
This Known Sooner?!  It Makes Perfect Sense!
https://t.co/7g55uDZVmi",,covid19
158,BBC Midlands Today,Covid-19 'leaves 500 Scout groups at risk of closure' https://t.co/JnExjwTPNj,"Birmingham, West Midlands",covid19
159,ShropshireUK,Shropshire News: Covid-19 'leaves 500 Scout groups at risk of closure' https://t.co/qr3L8lqZml,,covid19
160,UltimateATV,"Where is the sensitivity or compassion for those afflicted and dead? As Oregon health official dresses as a clown to announce the COVID-19 death toll.

https://t.co/JMCLVYW9o8",,covid19
161,Pizza share,Pizza Ovens for Commercial Use Market: Rising Impressive Business Opportunities Analysis Forecast By 2025 (Includes Business Impact of COVID-19) - Aerospace Journal https://t.co/Axesuq5VfP,,covid19
162,Rohingya Response,"#Rohingya: three years into the crisis! While the situation has stabilized, refugees continue to show high level of vulnerability and are dependent on blanket food assistance. With #COVID#COVID19 #COVID-19 resilience of refugees in the camps has been adversely impacted. https://t.co/37vdl7bp8O","Cox's Bazar, Bangladesh",covid19
163,Allan,"@ElizaMbithe2 @YEDNetworkKe @MOH_Kenya @DrAlfredMutua Covid19 has no cure lets avoid the myths about it, mask up wash hands 
#angamizacoronamachakos",Africa,covid19
164,The Kathmandu Post,"Next crop of COVID-19 vaccine developers take more traditional route

Many leading candidates now in final-stage testing are based on new, largely unproven technology platforms designed to produce vaccines at speed.

https://t.co/uymwhTkqiR",Kathmandu,covid19
165,BloombergQuint,"The #Covid19-crisis fashion for freely spending money is piling pressure on governments that perhaps can’t handle it, writes @andymukherjee70.
https://t.co/hfasfHerFg","Mumbai, India",covid19
166,ABS-CBN News Channel,Next crop of #COVID19 vaccine developers take more traditional route https://t.co/d5TH39Ciev,Philippines,covid19
167,FNH BigDog,"@murray_nyc @realDonaldTrump Finally! A serious Explanation of Trump’s 
COVID19 Face Mask Aversion!  Why Wasn’t
This Known Sooner?!  It Makes Perfect Sense!
https://t.co/7g55uDZVmi",,covid19
168,Linda Laforge,"@Gandalfswand @davidicke Beware the shills that take dark pay to turn traitor on their fellow man - those that strive to discredit the warriors of truth churning out propaganda to fool, create fear &amp; compliance. Mirror their tactics &amp; expose them all! #Corruption #LiesLiesLies #NWO #COVID19",,covid19
169,Abcam,"As a member of the @BIA_UK Antibody Taskforce, we are delighted to announce that the taskforce has identified differentiated antibody combinations that will be taken forward for further development as a potential antibody ‘cocktail’ https://t.co/AO3eP6S6Lo #COVID19antibodies https://t.co/5DFExOLu2l","Cambridge, England",covid19
170,The dodgers fan,"Dodgers avoided infection of Covid-19 from Turner, 
because he had been wearing a mask without taking pictures and kissing his wife. https://t.co/n5pA2RjHSG",,covid19
171,Kalinga TV,"1617 Covid Positives In Odisha Today, Tally Crosses 2.87 Lakh #COVID19 #Odisha #kalingatv
https://t.co/XFWWEu0iOH","Odisha, India",covid19
172,Scottish Libertarian Party #ScotsLibertarians,"Beer is a vector for Covid-19 but lemonade isn't? The Scottish National Prohibitionists continue their crusade, albeit more blatantly than before. Allowing pubs to open without selling alcohol is like allowing swimming pools to open but not letting anyone in the water. https://t.co/6autbPctJQ",#ScottishLibertarians,covid19
173,DEEP DEBNATH,@SrinivasR1729 COVID-19?,,covid19
174,ᴮᴱFAY⁷ 📼💿🐋🌜 ⟭⟬• 페이,Loss of taste is a symptom for Covid-19 luv 😅 be careful 😘 https://t.co/bVgse8aVKW,"Melbourne, Victoria",covid19
175,Mr. Doo,"@kickazofficial Had to really think about it since this year was such a waste with all the closures and restrictions. I guess the fact that none of my friends, family, or I contracted COVID-19 is the best thing so far. There are still two months left in this year so who knows what’ll happen.👍🏼😎",,covid19
176,Baaghi TV باغی ٹی وی,"India's military tie up with US is not good for regional peace: Cheng Xizhong

@MFA_China @zlj517 @USAGov @mygovindia #India #USA #COVID_19 #China

https://t.co/1P4qGLn0pM",Pakistan,covid19
177,Kaustubh S Lokare,"@TOIMumbai @mybmc sheer waste of tax payers money, @msrtcofficial workers have not been paid salaries since August 20' , compensation has not been paid to kin of frontline workers who passed away due to COVID-19 and this is where money is being wasted. Sad","Kandivali West, Mumbai",covid19
178,ClaireJane Greenslade 🔶,"@BorisJohnson
The reality of your tiered system. Absolutely shit!
#BorisHasFailedTheNation
#BorisOut
#BorisTheLiar
#NoConfidence
BBC News - Covid-19: Nearly 100,000 catching virus every day
https://t.co/GfK2co9OzP","Derby, England",covid19
179,IRSHAD AHMED,"@mybmc 
@CPMumbaiPolice police should take strict action on them who are not wearing mask and not following covid19 rules... assholes peoples again started spitting , spitting paan guthka..and in Mumbai why this assholes spit when they smoke...i never saw a foreigner spitting","Mumbai, Maharashtra",covid19
180,Rydex Direct,"Public Health Promotion Center guides sick students, prevents further spread of COVID-19 https://t.co/monY0ICVPk https://t.co/K7W0yvsO1P","New York, USA",covid19
181,FNH BigDog,"@HKrassenstein @realDonaldTrump Finally! A serious Explanation of Trump’s 
COVID19 Face Mask Aversion!  Why Wasn’t
This Known Sooner?!  It Makes Perfect Sense!
https://t.co/7g55uDZVmi",,covid19
182,Demola Aliyu Adeniran,"The Covid 19 Palliatives exposé further exposed the Neantherthal mindsets of leaders in Nigeria. 
Government ambushing everything from/of government meant for the people has been our sad reality from yore.",Federal Capital Territory,covid19
183,GO WORLD NEWS 🇪🇺🌍🇪🇸🌍🇳🇱🌎🇧🇷🌏,"For months now, Donald Trump has controlled Americans’ fate during the coronavirus pandemic. Now the disease will define the day that the country chooses his, writes @yayitsrob: https://t.co/DtOUOuMF4p? #coronavirus #pandemic #news #COVID19 #surge #USNews",Spain,covid19
184,Tripp Whitbeck,"What is remarkable is how *opaque* the internet is re: #COVID19 death rates. I asked @alexa99 5 times (different ways) what the death rate is in the US; I couldn't get an answer (it kept defaulting to the global rate). I asked @googlepubpolicy, and it wouldn't give a %.
Weird.",A little off-center.,covid19
185,Angel,"Artist installs over 200,000 white flags in Washington representing Covi... https://t.co/Qm7NHeN3De via @YouTube #COVID19 #coronavirus","Houston, TX, USA",covid19
186,Johnny P,"@coasttocoastam JB Handley's doing an excellent, concise analysis of factual information/data on COVID-19; he also exposes the mainstream media's biased angle on presenting bits and pieces of the story for shock value...as well big pharmas desire to make billions from an unneeded vaccine.",,covid19
187,Offering Hope,"ARE YOU AWAKE YET?

Does COVID FIT THE Definition of a Trojan horse?

OXFORD:
A Trojan Horse is something intended to defeat or subvert from within usually by subterfuge and trickery!

Covid19 IS THE Trojan Horse!

This was Explained in 2014!! https://t.co/2IzHsCgjrN via @YouTube",,covid19
188,Hopefully helping 😷🔸🌹Look after eachother #FBPE,"FFS!  The man has really lost his marbles now!!

The White House claims Donald Trump has 'ended the Covid-19 pandemic'.

https://t.co/5mzZ6ZbBlH",Cornwall 🏴‍☠️ + Portugal 🇵🇹,covid19
189,Kevin Wetzel ✭,@JUANCAS62953765 @RheaRipley_WWE Very Cool! Once this nightmare of COVID-19 is over my goal is to meet Rhea!,U.S.A. ,covid19
190,Meli Ko,"@KimKardashian can’t fathom staying quiet on a luxury vacay durin a pandemic #COVID19 egomaniac/apathetic. Any1 who is a fan of this⬆️is the same. Watch the news!The world is in turmoil!SEND this shit 2 your friends only, psycho! @realDonaldTrump will not pass stimulus package! https://t.co/BBLBCw37Wo","Los Angeles, CA",covid19
