,user,tweet,location,keyword
718,B🎃🎃mLibertyNews 🌎,@nowthisnews Damn arson.,New York,arson
719,bug loves louis,@WilburSoot arson,it's been sixty weeks since i saw vienna a bandage and a wide smile slapped across my face,arson
720,☾ || interact please 😰,@yeojidalso why not? cause why should i not commit arson ☺️,i said be friends with me 😞,arson
721,junkyies,favorite war crime to commit 🤔 — Probably arson 😉 https://t.co/QP8PaPcxOW,minor she/her nigerian,arson
722,mars,arson the school,minor | white latine,arson
723,Dotun Oladipo,"Police arrest 106 over #EndSARS looting, arson - https://t.co/DloFr9hF5J","Lagos, Nigeria",arson
724,The Eagle Online,"Police arrest 106 over #EndSARS looting, arson - https://t.co/nRIv06jfZi",Nigeria,arson
725,Spookrroob 👻💀BLM,@firepapi420 senok gonna commit arson,17,arson
726,asli,"i still think abt the time i told adia i was going to jail for arson as a prank and she just went ""oh.. okay"" IM GONNA CRY",she/her 17,arson
727,Major General Ezeaka Chidozie Ishola Buharideen,"#ENDSARS: Court arraigns ex-PDP lawmaker, four others for alleged arson

Na Dem","Lagos, Nigeria",arson
728,Deltaisthelord,@yoimdelta I would commit to a good relationship ship with someone named arson ngl,,arson
729,L.A. Phil,"...this is how Democrats Celebrate &amp; Protest on any given day, VIOLENCE, LOOTING, ARSON, VANDALISM, ASSAULTS on POLICE &amp; CITIZENS &amp; DESTRUCTION OF PUBLIC &amp; PRIVATE PROPERTY, same thing happens when the Lakers win!!!! https://t.co/HEpjswfsXB",United States,arson
730,DQRP,feeling the need to commit arson right now,Burnt Down Dairy Queen,arson
731,🏴No Quarter🏴,"@HARD_FARTER @1therhino @DavidAmoyal @TuckerCarlson Literally NO ONE outside DC press Corp gave a shit about the suit. Never even heard of ""arugula story.""

...hanging tyrants in effigy is a protest tradition that goes back 500+ years. I frankly think it's far less bad than arson, looting &amp; murdering. Trump has been beheaded fgs! https://t.co/rTLRVX4IhY","Round Rock, TX",arson
732,Gish Gran Mariscal de Antifa ☭,"@NijiSin @ZMaclam @VaushV @DrKarlynB @Timcast Why, yes, Looting, arson, assault, murder and denying the existence of evidence is inherently fascist, lol. 

I guess when people trew the tea off the ships they were fascists.",,arson
733,Bot The Woz,"I have been ordered to issue an apology by the Court of Law, in no instance should brain transplants be linked to arson",,arson
734,Weary,"@GayAlienJoker @EtsamaruTsubaki @vote4robgill @latimes @kevrector I watch the livestreams of the riots on dlive everyday. These ""protesters"" really do hate cars with the constant arson going on.",,arson
735,侍🍃,"@Ryan_Wissmann @Wut_Alex So what is it ryan? Is it the neglected old power lines causing the fire or the campfires, arson, and cigarettes?",,arson
736,L.A. Phil,"...this Truck was LOOTED of ALL the Merchandise in the Trailer, Stores were LOOTED, Police Officers were ASSAULTED &amp; INJURED, ARSON, DESTRUCTION OF PUBLIC &amp; PRIVATE PROPERTY, VANDALISM &amp; not because of anyone getting shot by Police, just World Series Celebration???? https://t.co/OLexFUXobL",United States,arson
737,fiyya ❣️,Nvm diluc arson better yeah,She/Her 16 NOT SPOILER FREE,arson
738,‍ ‍ ‍ ‍ ‍ ﹢ ﹢ 𝒿̲𝖔𝖏𝖔 ﹐( 📌 ),"ㅤ

i gotcha !!  alright check it ,  arson is actually just ‘ ar ‘ and ‘ son ‘ ar’s son being the son of the sun’s hour——
ㅤ
ㅤ",›ㅤ›ㅤ›ㅤ┈┈＊ ＊ ＊  ⿻⠀,arson
739,Cyberpunk Online,Elay Arson – Franz (2020) – Love.Across.Lightyears.Elay Arson – Franz (2020) https://t.co/6uUHp4hV1T,The Internet,arson
740,Robert Walden,"The White Supremacists have been doing this since reconstruction.  With hangings, arson, murder, corruption.  When people are willing to die to vote, there is an extreme danger to confront in what they, the GOP Racists are now doing. https://t.co/mALxaUGErM","Austin, TX",arson
741,✨Jamie✨ || they/them,@aspookyenby @BNoodoe Are you a collecting smooth rocks at a river enby or a FUCK YEA FIRE ARSON enby,,arson
742,gee / vampy 🦇,@Bullet_Arson ur pronouns are sexy as FUCK!!!! fucking disco dance on motherfuckers who disagree!!!,cuddling mikey way,arson
743,Sola Presley,@Kempez2017 ...not even some but the whole South East to serve as lesson. This is because every leader of the region gave a dumb silence to the arson.,"Lagos, Nigeria",arson
744,Nicky thee omen,No like how did she not commit arson or sumn I would’ve become a villain after this https://t.co/dd4q1S8ws8,,arson
745,schu28,@BuilderityRBLX Commit arson,Retard land,arson
746,hana 🦋,are those fish tacos on a flour tortilla with cheese on top? i will commit arson,she/her • 21,arson
747,Da Baddest,Not many things make me angry (I’m lying) but people taking too long to take their laundry out of the washer in a shared space makes me want to commit arson,In pain,arson
748,ms. madam myra STAN ACC,@jaigottidagoat ROYL - @chloexhalle i'd deadass commit arson to that song,,arson
749,🎃💀SPOONCHBAG💀🎃,mmmm arson https://t.co/KlSHeykZ1r,Somewhere in space Idfk,arson
750,✨Jamie✨ || they/them,@ all the enbies. Are you an arson enby or a stone enby??🗿🔥🔥,,arson
751,els 🌨 childe's right knee + kLEE PLS,@PyroRegisvine @_renqui_ bless thy with ur arson 🙏,,arson
752,L.A. Phil,"...NUMEROUS LOOTERS were KILLED by other LOOTERS, so now the Democrat Governor thinks the same as Michelle Obama that BLM Marxist VIOLENT PROTESTS, RIOTS, LOOTING, VANDALISM, ARSON, ASSAULTS ON POLICE, CITIZENS &amp; MEDIA is “Peaceful Protesting”...

...once again Democrat run City!",United States,arson
753,Tom Brannam,"@realDonaldTrump @DineshDSouza Fact check, 98% of Americans do not have the coronavirus, thanks to President Trump's leadership.

I challenge you to name any Democrat run city or state, that is operating at 98%,  most are operating in the red, with violence, looting and arson.",,arson
754,ares ⁷,@JETBLACKNARRY LETS COMMIT ARSON TOGETHER,#𝐌𝐈𝐂𝐇𝐀𝐄𝐋,arson
755,els 🌨 childe's right knee + kLEE PLS,oh fuck yea the arson pyro regisvine https://t.co/3OGQfkBeU0,,arson
756,v misses oikawa,@KILLUAKATSU do u wanna be my arson buddy,she/they 14,arson
757,Elias Schulkin,@Mu6atu @connorstonehere @CJTDevil @DingoSoup Wait til they tell you about the VAT tax (Value Antifa Arson),"Pennsylvania, USA",arson
758,mykie,1/3 IMAGES ARE ON AND NO ARSON HAS BEEN COMMITED YET,she/her ,arson
759,Shifting Sand@Tonberry | Spooky Scary Skelezen,Grimdark AU where Shifty develops bipolar like me and in a fit of hypomania writes a story about going on an arson spree with Ysayle. (I'm not very good at grimdark I'm sorry.),,arson
760,kit¹³🎃3 DAYS,@HEADBANGERLWT i hate arson idk,carrd byf!,arson
761,Brandon,@connormckn With your irons? You better believe it’s a 9 buddy,London ontario,arson
762,✨💀🎃gacha heeft een hekel aan dierentuinen🎃💀✨,@aIIigatorguy Commit arson,Somewhere in Ohio uwu,arson
763,nightmare on em street 🩸,"my neighbors are trump supporters, arson anyone?",your hell,arson
764,v misses oikawa,i would like to commit arson,she/they 14,arson
765,#EndSARS,Only fools who lack the capacity for critical thinking will blame peaceful #EndSARS protesters for the arson and looting https://t.co/Jp6HmfL1qr,"Asaba, Nigeria",arson
766,James P. Bradley,"Do you like VIOLENCE? Do you like ARSON?

Do you like wild LOOTING and DESTRUCTION of local businesses?

Do you like having your family living in danger and fear?

Then you should vote for the corrupt, lawless Democrat party of senile Biden.","California, USA",arson
767,Pike,"@EXPELincels @rorym80 @toastywitdamost @TweetingRaw @FrkVulva @GypsyMegan6 @UCanRollWithUs ""We are oppressed and therefore entitled to burn down your shit""

Every BLM rioter who commits arson or violence does so from this same mentality your follower condemns in incels.","Las Vegas, NV",arson
768,arson,WHO VOTED “IM ARSON AND I HATE FITZ” IT WASNT ME WHO STOLE MY FUCKING IDENTITY https://t.co/DgUAtuIAjr,they/spork/fag,arson
769,Dream Expert,Dealing with some heehoo funny dysphoria and nausea today wish me luck I don't commit arson by the end of it https://t.co/xHaY0lG9yQ,"California, USA",arson
770,London Fire Brigade,Report fly tipping to your local council to prevent a rubbish Halloween. It’s a scary statistic but we see around 40% more deliberate fires on Halloween. Keep an eye out in your area - rubbish and abandoned vehicles are ready sources of fuel for arsonists https://t.co/EEVsfOmtBi https://t.co/skP1mkqSWU,London,arson
771,‏ً,"@angelwallows arson 
wallows 
my love for you 💓💞💕💖💗💞💘💞💝💖💕💘💞💝💓💞💕💞💝",mae 🖤,arson
772,Greg Pearson 💙,@SkyNews It doesn’t seem that we can believe anything that this government tells us!,,arson
773,ᴮᴱcat⁷♮𖧵,@fancyfelixx bout to commit arson https://t.co/Qotka6oqLq,I have no idea,arson
774,Chad,"@tommychong Sad day to lose all respect for one of my heroes :(

Care to say anything about the insane amount of violence, riots, looting, assaults, and arson from BLM and Antifa going on non-stop the past 6 months costing BILLIONS in damage? That's the left. You cool with that?",,arson
775,DrSueDVM☤🐾,@sofiaicarbone @JackPosobiec @UMCRs @realDonaldTrump My husband wouldn’t let me put the Trump yard signs up until I got 2 huge fire extinguishers because this happened 5 miles away https://t.co/hEsfqahSwa,Mpls  ❗️Please DM4 follow❗️,arson
776,Head of Tom Nook Simps,@animalcrossimg I just committed arson on Redd's boat are you proud of me Tom if you dont answer then I'm gonna have to assume that's code for meet me at Denny's tonight,,arson
777,The Storm Lake Times,"Brent Mack was ushered into an armored car after a sentencing hearing on Monday for two arsons, impersonating a police officer and the sexual assault of a child under 12.
https://t.co/BrGN32rr6W","Storm Lake, Iowa",arson
778,Kokichi,watch me commit arson,,arson
779,sara,"Day in day out jihadi fanatics r making world sick to live. It is getting sicker by day, beheading, forcefully converting, raping, looting, rioting, arson all in the name of religion. When is the end to all these? Why not live n let live?🤔",,arson
780,mio ☽ ✶,@TAR0ISM manifesting sm arson,⋆ multi ⋆ 16 ⋆,arson
781,unexistíng,I baked cookies for me and my sister and she told me to turn off the oven or I’ll be committing arson so I just screamed “ARSON POGCHAMP” and she just glared at me and walked out of my room,Canada,arson
782,antonio/zick,"2. arson/seven/sp00k/river
simp.
they simp for everyone i’m sorry &lt;/3",he/they,arson
783,𓃔,"how do u all live in like, canada and shit? it’s been raining and low 30s for a week and i’m ready to commit arson to get warm enough.",,arson
784,Stained Glass Attitudes,"@DannyBate4 similar to Fantoft stave church in Bergen. pretty sure this will turn out to be arson. 

Strange (in this day and age) no one seems to have caught it alight, all the photos it's just the smoking frame",England :(,arson
785,Tayva💙,@FINEG0LDEN arson 😌,"Chicago, IL",arson
786,Ken,"@Q13FOX According to AOC they're poor and need a viable outlet, so rioting and looting and arson.",The Earth,arson
787,Kaminari-Senpai (S l o w Replies),"@best_todoroki Because... 😭

We haven’t committed arson together yet like you promised 😢",ART NOT MINE,arson
788,Qaydrin🌹#BLM,@extramadmae arson,"New York, USA",arson
789,🧡Shae 🙈| BLM + ACAB!!🧡,"for a spotify playlist, what are some songs that make you wanna go commit arson/have acab energy? 👁👁",moominvalley but its halloween,arson
790,jessi,"id break the law for you
huh? oh no not just social distancing i mean like 
like i would commit arson on a house of your designation if you so wished or even take over the italian mafia and give it to you for the holidays",she/her,arson
791,Justin Thiessen,Billy Joel is *not* qualified to defend you on that arson charge.,Sydney,arson
792,Aaron Farquhar,"@PenisPillGril Insemination, Arson, and Prostate. Sounds like I'm having a good time then XD","Scotland, United Kingdom",arson
793,smugdingus,Trying to wrap my mind around looting without an arson chaser. https://t.co/z0u5bBtp4Q,KCMO,arson
794,Flavio Bisenti 🏎,"@LegendaryCaps Today
I drive a silent electric car
Hammond uses a fucking toilet
And James commits arson",Rome,arson
795,Maya.exe ✿ඞ,@peromiin HI YESS!!! do u prefer stealing or arson? 🤔 and if stealing can we steal chicken nuggies together?,GBGC & DTTWTSMP ⊚,arson
796,Tyler Hunter,"Preposterous to allow looting, arson in America’s cities.","Austin, TX",arson
797,४ Jaz -o- lantern ४ | she / they,MAKE ME LOKI’S LESBIAN BEST FRIEND— I WANNA COMMIT ARSON, AGE 14 MINOR / NOT 18+,arson
798,Matthew Zamora,"@jerburton76 @KTVU Because this is what Las Vegas Metro provided for the mugshot for the multitude of crimes he did aside from murder (1st degree arson, animal torture and battery)",,arson
799,orange ricky,i talk about committing mass arson at work on the GOOD days,Colorado,arson
800,david may cry,if this ever happens I'm personally going to their headquarters to commit arson https://t.co/7xJ1DAI65B,気のせいさ お前など誰も知るはずない                                     月だけが 見つめている  19＋HE/IT ♂,arson
801,EndbadgovernanceinNigeria,@arson_shed Next week,,arson
802,☘︎ ー ᛕʟᴇᴇ!,"­       I-It's not arsonー!!

   It was an accident!
         and Klee definitely didn't do it!!",✎; #𝕃𝕦𝕝𝕝𝕒𝕝𝕚𝕝𝕪,arson
803,nero: sᴏғɪ ʟᴏᴠᴇs 여상🎃,I swear to god if yall dont stop criticizing San's dancing im going to commit arson yall are so annOYING https://t.co/w4KdOPAaD9,she/her,arson
804,sophie🕸,@pataykalma I KNOWWWW 😭😭😭 i love my arson babie,room 5 * she/her * 21,arson
805,kaylie ⚰️,WAIT GLEE HAS ME IN PAINN,pennywise's strip club,arson
806,🐾Rae🐾 SKZ Horror AU📌,I have the extream urge to go by arson but that may just be the chaotic nonbinary part of me,,arson
807,JFK,"@CNN BS, #arson #looting #crime #riots #vandalism in every #DemocraticParty led city!

Not happening, not voting #Democrat

And for you claiming #COVID19, this DID come from #China, and #Cuomo and #Murphy in #NY and #NJ sent sick patients back to #nursinghomes by #ExecutiveOrder","New Jersey, USA",arson
808,Arson/Bullet || Xe/Squir/They || 55 days,@Cxmxtxry_drxvx YOUR SO COOL,They / them & Xe / Xem (15yo),arson
809,Courier-Post,Investigators: Brandon Adams started blaze that killed two brothers at East Camden apartment building https://t.co/GMRNKahrkM,"Cherry Hill, NJ",arson
810,𝘚𝘖𝘙𝘈,ARSON,,arson
811,jenna IS THE BDAY GIRL,if rylee doesn’t join the zoom tonight i’ll commit arson,abc gc | 18 | hufflepuff,arson
812,Jack McBrams,Arson Attack On #Malawi School Over Hijab Ban https://t.co/vq9ZoVO2eI via @BarronsOnline,blantyre | malawi,arson
813,Fuque You TrumPet,"“...arrest of a... “Boogaloo Boi”...opening fire on a... police station with a semiauto rifle &amp; ...an act of arson against the station, confirmed...”
1/2 https://t.co/TWVffgAg5D",Online,arson
814,shed arson,@wizkidayo Just like that? Unaware? 🤨 https://t.co/fQceMk1oaH,,arson
815,saph ᵏ 𓆏,i want to commit arson /srs just once like it sounds fun,"Ohio, USA",arson
816,hayden ♡,@honeysnaiIs im gonna arson them,they/she,arson
817,i m a n i ᴮᴱ | BLUE HOUR,Demian doesn’t like akaashi.... arson ? maybe ?,she/her | 21 ,arson
818,Wed by Lilith’s curse. ❅ NOT @AlexaBliss_WWE.,"Your victory. It was historic. A burst of nostalgia. One for the absolute ages if I may add. You and @RidTheRemains really b̸u̸r̸n̸e̸d̸ tore the house down. Figuratively and literally. Arson must reaaally be your calling, hm? One of these days, you’ll choke on the ashes...

hehe. https://t.co/oWVf1ytose",ʂριɾιƚυɱ ʂαɳƈƚυɱ.,arson
819,North Andover Patch,Also: Towns report high early voter turnout | Lawrence man arrested in suspected arson case | MA lands on travel advisory list | More https://t.co/omfN4iaJHc,"North Andover, MA",arson
820,Schaumburg Scot,"""Mostly peaceful""...
#riots2020 #CorruptDemocrats #looting #arson #Marxism  #Election2020 https://t.co/MAuChLOtI7","County Crook, near Chicago",arson
821,arson|blm|ssd📍,"@mistersuns omg finally my brain works🙏🏼‼️ and yeah me too, im still max i just go by arson on here now cus why not🧍🏻",✰/☆ 🇲🇽,arson
822,ً catboy xin,committing arson atm wyd,daydreaming about anime boys,arson
823,Pagaebinyo Ben,"@aproko_doctor Must you go on rampage and attack, loot and destroy your family house because you are not satisfied with the way your father is running the house? Did we change the country for better by arson, looting, mayhem and wanton killings? The answer is NO.",,arson
824,Lucien Ey,@gordonkerry @JoRussellClark1 Co-ordinating your arson with lightning strikes makes it much less suspicious.,NE Victoria Australia,arson
825,LAPD HQ,"Last night's unruly behavior resulted in 8 arrests and 3 officers injured, along with several incidents of looting, vandalism, reckless driving, and arson. The LAPD had to declare an unlawful assembly and issue dispersal orders, and this morning Chief Moore discussed it on ABC7. https://t.co/LZNJkiGhvy","Los Angeles, CA",arson
826,kenma !!,might commit arson idk,cw;126lbs gw;120lbs ugw;90lbs ,arson
827,Incorrect ☂︎ Academy,"lila: people tell me i have a unique way of lighting up the room 

luther: its called arson and those are the witnesses",the future,arson
828,ᴀsʜᴇʀ_ᴍᴜʟᴛɪᴠᴇʀsᴇ.bot,"ARSON,,       what was the question-",Ethereal Plane Probably,arson
829,JCC2,@CPTMoorgan Should looting/theft and structure fires/arson no longer be illegal?,"Virginia, USA",arson
830,Chinyelugo,@SunusiYakubu10 @EmemXavierAtat @ShehuSani There's no justification for the arson/ looting going on across the nation,"Benin-City, Nigeria",arson
831,Pike,@rorym80 @EXPELincels @toastywitdamost @TweetingRaw @FrkVulva @GypsyMegan6 @UCanRollWithUs All I hear is justification for arson and assault from a self-pityer.,"Las Vegas, NV",arson
832,shed arson,Next Wizkid tweet go be 2021 😂,,arson
833,🎃LuneFour☠️,"""what are you listening to?""
""Arson.""",,arson
834,ann ♥️ raya,@VestInACloset @bestyearsliz I MEAN THE DOG ONE OR ARSON OR STD-,,arson
835,vig 𖤐🎃,@fireghouI thou shalt commit arson and be gay,"20, they/he",arson
836,joseph stan acc,@sanriocee omg yessss and as a treat you can commit arson 🙈,"California, USA",arson
837,ًMosquito in the real 🎡,@Pott0191 Doing arson as u should as u shoild,Am medic ##### halp | She/They,arson
838,Matt Dylan,@BreitbartNews What about arson?,United States,arson
839,clay,"vaginoplasty, divorce and arson..? https://t.co/1zqNMUh0To",turkey,arson
840,lily ♡ @🆑aneurysm,"If u told me a year ago that today my life would consist of arson threats from magas and a worldwide pandemic, I would not believe it. Yet here we are",She/her,arson
841,L.A. Phil,"...so, the shooting of a ARMED Black SUSPECT in Philly by Police overshadows the NUMEROUS Black American LOOTERS SHOT by Other Black American LOOTERS in the same City During VIOLENT PROTESTS, LOOTING, ARSON, VANDALISM &amp; ASSAULTS ON POLICE, CITIZENS &amp; MEDIA????",United States,arson
842,arson|blm|ssd📍,arson.exe. brain’s has stopped working. please try again later.,✰/☆ 🇲🇽,arson
843,Olaolu Omo,"@DerinObasa @pitharoy @OgbeniDipo That disobedience led to arson which will take years to overcome...But will these ""peaceful protesters"" ever agree to their indiscretion?","ibadan,oyo state,nigeria",arson
844,#venus?!,i’m going to commit arson at least pretend i’m funny https://t.co/OLkQgtEQi3,"FAI!BUN 기억하세요, 지성은 당신을 달과 뒤로",arson
845,ًemi ✿ luvs taegi,@ukutaele i'd wanna plan arson with u 😳🔥,nad chin hayley moon marie zee klane alex anna hime joce jess poppy amy al mia crys lex meg xia gly jules cait aj kami bella ellie zad mari,arson
846,Jonathan Abang-Ugbal,"For instance, the protests remained largely peaceful except moments when law enforcement such as @PoliceNG and sponsored thugs attacked!

How come there was no looting or arson at the venue of the protests?

#EndSARS 
￼","Calabar, Nigeria",arson
847,vvers loves julcia,"asexual arson drowning

so is saiki gonna set my house on fire accidentally but then hell try to fix it with water and ill drown ok i get it

fun https://t.co/MTV3iAfjEM",bisha boobs 😁😁,arson
848,River Ahhhhsher 🏳️‍🌈,"@AnaMardoll They’re being very blatant about their tactics- fake ballot boxes, arson... they literally don’t care that you know the election is fixed.","Toronto, ON",arson
849,mykie,ive never used transfer sheets and these involve heat i think this is going to end up with an accidental arson,she/her ,arson
850,Soap,@pikavik oh wait there was actual arson??? concerning and also very weird,"tetazoo glounge, usually",arson
851,Muffin🧁🦦catboy sherlock,Asexual grasshopper arson .... https://t.co/bW4nZuK6TY,simp dentition ,arson
852,𝐴 𝐷 𝐼 𝑅 𝐼 𝑆 ⋆ ✷ ✹,alaparos if you see this i am not endorsing arson father &lt;3 https://t.co/HeUGTl7wio,,arson
853,AF-Boomer,"@tommychong The people committing arson, rioting and looting aren't wearing MAGA hats, dude. You need to back off the weed.",,arson
854,GreenGoat,"@Karen_Kong_ Peaceful protest = violence/rioting/arson/looting???
Don't act like you guys aren't violent.  Co-opting good peoples' genuine sentiment towards equality as a trojan horse to push your far-left ideology.  I see you.  Here's her unhinged reply to the comment you're featuring. https://t.co/XTIfLvfcci",USA,arson
855,The Pi Man,"@maryh4751 @ResitsTrump @HollyBriden @OMAROSA @EddieZipperer Well, since she spent all the champain money on the retirement home for her boyfriend's wife, fighting the arson charges (that miraculously went up in smoke), and a new double-wide... I'm just glad she has something for the rest of us.  Thanks @ResitsTrump!
#Karin4Congress","Eureka ,ca",arson
856,River,@Pine_tree_snake oh its unfollow arson day? good to know I'll join,enby - demigirl? - ⚢ - 18,arson
857,wandering atheist,"@Q13FOX is it true that majority of violence, looting, arson is taking place in democrat ruled state/ Cities?",BOM DXB SEA,arson
858,shed arson,Made in Lagos today?🧐🧐🧐,,arson
859,Harbinger Kaeya💙,Nevermind the arson is back on and not for attention this time : rsvp 💙 don’t ask me about my tweets 💙🤭 I’m going through a weird spot,"Tevyat, Mondstadt ",arson
860,katie 🎃,Bop to Sugar Pills with me and Arson? — y e s sugar pills rights  https://t.co/l4g4LFE6yR,she/they ,arson
861,Lenore Sobota,ICYMI: Criminal justice students @EurekaCollege gain experience. Watch now: Eureka College students get fired up over hands-on arson investigation https://t.co/So98dJZLA7 via @pantagraph,"Bloomington–Normal, Illinois",arson
862,katie ᵇˡᵐ ミ☆,straight girls will literally be the death of me i’m going to commit arson,they/them,arson
863,zah is in pain,asexual bastard arson sounds like fun https://t.co/B4MLbeBVtE,she / her ✰ 18 ✰ aroace,arson
864,Kyo | Comms Closed | DRE,"cw // knife

what if i showed u guys my butterfly knife skills will i be accepted in the arson smp - i can stab irl and in game ---",if u repost my art istg i will,arson
865,PMUnited News,"Clarence Martin, Jr., 32, has been arrested and charged with open murder, dropping his infant daughter off a second story balcony and arson. There was a fire in the living room with a dog found dead in its cage, likely from exposure to heat and smoke. https://t.co/43qyGY1L7h",The True Northern California ,arson
866,tsuki༺♥༻jimin's gf,@arsonsltz arson spittin, 6TEEN ♑︎ SHE/HER♡cw46kg h:5'2,arson
867,jim walsh,"Court record: Homeless man tells investigators he fled scene of predawn blaze without warning tenants at East Camden apartment building.
Two men died 
https://t.co/4M6Lr8AMHc https://t.co/Xn7qEV1LTV",New Jersey,arson
868,𝐆𝐇𝐎𝐔𝐋𝐈𝐄 !,"‘cause i’m always prepared for arson?

snort.",vampire event.,arson
869,Claire²⁸ ◟̽◞̽,@AbigailLovesHaz i will stab you and turn you into a vegan kabob :) then i will toast you over the arson fire,she/her,arson
870,Rob,"@tommychong Thomas, you can watch the Left/BLM/ANTIFA loot, riot, assault people, destroy property, shoot each other, and arson tonight in multiple cities. They do it in the name of ... I don’t know.","Michigan, USA",arson
871,rya✨| POSITIONS ERA,"@angelwallows 1. fire
2. arson
ion got a third one💀",she/her,arson
872,i have too many names just check my bio djfnsd,"just came here to say

dex, bastard, arson

twitter user croptdex??????? https://t.co/t30wKJ7Wev",United Kingdom,arson
873,Antichrist Izuku,@redlittlehorns .... Erotic Arson Insemination,,arson
874,FSB :/ 🎃,@mikadespacito @LaDreamEnRose arson plz,everywhere and nowhere,arson
875,‍ ‍ ‍ ╱ sunderland ( 📌),"⠀

            arson  is  illegal  .",© // captian soliskkie,arson
876,Jodie Holliday,Someone commited arson on the ward... And now I'm stress eating fudge 😬🥺,,arson
877,Mariana👻🕸,when will a man take me on an arson date ☺️,satx|cstat,arson
878,Dr. Helena Handbasket of Arkham Asylum,"@TwippingVanilla Sexual corn arson.  Uh..... You know, maybe I'll stick to the tarot cards.",,arson
879,- arson,"@SAPSlMP - arson or just any nickname is fine
- there all in my bio i have a few c:
- of course :D
- i really like space and witchcraft stuff (and bees :D)",,arson
880,• fairfield •,M-Maybe we can. . not do arson?,,arson
881,plant daddy,I would absolutely fuckin kill for wingstop right now....... or commit arson. Or both,Washington,arson
882,z(sp)oo(ky)z 💛9 days 💛 in gacha hell,"asexual, cop, arson

uh oh https://t.co/l2SVQdgGbI",she/kay/duck/quack | minor,arson
883,Claire²⁸ ◟̽◞̽,@baylivesfor1D @aleenamohsin_ YAY ARSON PARTY,she/her,arson
884,bay🥕,@claireluvsyouu @aleenamohsin_ i’m thinking y’all’s favorite. arson 🏠🔥,,arson
885,nico 🤠,@bubblybaeee niggas are fr crazy yo https://t.co/ZylWnqX0HJ,"Marina del Rey, CA",arson
886,𝐆𝐇𝐎𝐔𝐋𝐈𝐄 !,arson........,vampire event.,arson
887,ella arson,"@8rown8ear611 @HillaryClinton @realDonaldTrump You can't  see a lie, slapping you up side the head, every day for 4 years!
Wth are you flapping about?",,arson
888,⚢ Lilah ⚢,1. Arson,blm・ she/her ・ 16,arson
889,𝘵𝘩𝘦 𝘧𝘶𝘤𝘬𝘪𝘯 ‘ 𝐋𝐄𝐀𝐃𝐄𝐑,"FUCK YEAH .

arson",,arson
890,GirlOnCam,"@RepKenBuck Hood rats will be hood rats. We already have laws on the books for rioting, disturbing the peace, vandalism, looting, arson, etc. The cops just need to start enforcing the existing laws.",,arson
891,Holly Zachariah,"It is a complicated, 14-year-old case. You can get caught up here:

https://t.co/ijF0yYmxCh","Marysville, Ohio",arson
892,The Bands of Time,German infectious disease agency hit by hackers days before arson attack: Spiegel https://t.co/ear9pwBlyw,,arson
893,𝐆𝐇𝐎𝐔𝐋𝐈𝐄 !,"‘cause sometimes, arson isn’t the answer. 

super rarely, anyway. https://t.co/mY74BdoH7t",vampire event.,arson
894,vik,ARSON????,🇨🇦,arson
895,bam.‘ ★ 🐷,im not a pyromaniac i just like fire. and support the arson of p*litical buildings.,sw: 185; gw: 170; ugw: 90,arson
896,brin 🍌,if it’s not shownu........... arson https://t.co/iyCfzuy4ZZ,,arson
897,𝐴 𝐷 𝐼 𝑅 𝐼 𝑆 ⋆ ✷ ✹,what is up with you kids and arson ?,,arson
898,ella arson,"@TheAshMorgan @HillaryClinton Oh, go watch GOT reruns.",,arson
899,ren,@mfaIchenIe Why the fuck does it say INFPS hate violence I wanna commit arson,MY ADRESS APEARD HELP,arson
900,𝕄𝕒𝕛𝕖𝕤𝕥𝕪,"@SteveInmanUIC 🤣🤣🤣 in his defense, he was drunk after looting, arson and celebrating with the rest of Andy Tifa members.",Gotham,arson
901,mj🌲🦉🎃🦇,@stjosten not saying im willing to commit arson but i do have a lighter.,20 • they/them • us. MTN time,arson
902,AnKong🌉ATGM,"Regicide, Insemination and Arson. Sounds like an interesting year. https://t.co/WsFO55ErpZ",,arson
903,maia,is this the photocard cuz if it is i will commit arson https://t.co/vSc1iUDgGP,"SHE ★ HER
    6TEEN
   bisexual",arson
904,Richard Slate,Firefighters suspect arson after blaze at former Lynn middle school - Itemlive : Itemlive https://t.co/EuIF6FCh87 via @itemlive,"Wakefield, MA",arson
905,jen the catgirl 🐱,"songs that would probably sound stupid asf to other ppl but i'd blast it on loop while commiting arson:

bts 21st century girl
nct 127 mad dog","she/her, lvl 17",arson
906,↯𓆗SIMONE𓆗↯ is simping for patrick,@L3FTB4HIND yall gonna commit arson,"⭒ new haven area, ct, usa ⭒",arson
907,Czak Tattinger,"@rezaaslan @RoughDraftReza Ooh, goody! Are we also discussing arson and physical attacks as outlets of peaceful protest?",,arson
908,ella arson,"@politvidchannel Trump is the, silence of the lambs, kind of guy.",,arson
909,•DukxMi•,@hisbodywasweak I'll probably commit arson,,arson
910,reb (they/them),i wont kin nagito because of my need to commit arson i wont kin nagito because of my need to commit arson i wont kin nagito because of my need to commit arson i wont kin nagito because of my need to commit arson i wont kin nagito because of my need to commi,gundham tanaka's house,arson
911,hayley⁷,POV: we are on a zoom call together  that has gone on for 3 hours and we plan arson in the chat https://t.co/Meb5TO6iF6,"Dunedin City, New Zealand",arson
